case,stage,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_chi2_increase_abs,v21_chi2_inflation_ratio,v21_inlier_ratio_delta,v22_dynamic_occlusion_residual_hazard,v23_current_segment_evidence,v23_segment_active,v23_recent_evidence_hits,v23_active_until_frame
whalfsphere_v23_default,track_local_map_post_pose,602,1,,accepted_residual_verified,0.018726,0.018000,1.850575,187,0.035807,0.013346,0.015209,1.008581,-0.005525,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,606,1,,accepted_v23_pose_chain_context,0.029938,0.018000,2.801973,152,0.026693,0.034180,5.285053,3.958117,-0.371622,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,607,1,,accepted_residual_verified,0.023124,0.018000,2.040711,166,0.032227,0.031576,0.314284,1.222169,-0.012346,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,608,1,,accepted_residual_verified,0.019479,0.018000,1.719014,158,0.032227,0.028646,0.053228,1.036477,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,609,1,,accepted_residual_verified,0.019234,0.018000,1.648020,139,0.026693,0.036458,0.025793,1.015894,-0.007463,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,613,1,,accepted_residual_verified,0.024979,0.018000,2.003176,136,0.028320,0.025391,0.682387,1.367569,-0.038462,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,614,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.045753,0.018000,3.364225,126,0.024089,0.049479,6.856030,4.694616,-0.391667,1,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,617,1,,accepted_residual_verified,0.019041,0.018000,1.281218,163,0.028971,0.033203,0.019863,1.013011,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,618,1,,accepted_v23_pose_chain_context,0.028354,0.018000,1.834176,160,0.030273,0.037109,1.256478,2.022569,-0.068750,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,619,1,,accepted_residual_verified,0.021420,0.018000,1.385596,174,0.031901,0.035482,0.074873,1.055293,-0.005747,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,622,1,,accepted_residual_verified,0.020695,0.018000,1.290627,165,0.030924,0.041992,0.104836,1.068572,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,623,1,,accepted_residual_verified,0.028092,0.018000,1.747933,132,0.025065,0.066406,0.306016,1.206970,-0.007692,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,624,1,,accepted_residual_verified,0.019552,0.018000,1.210745,161,0.027669,0.070964,0.019425,1.014032,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,627,1,,accepted_residual_verified,0.020747,0.018000,1.274109,115,0.022135,0.033529,0.193115,1.090778,-0.017544,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,628,1,,accepted_v23_pose_chain_context,0.026136,0.018000,1.560274,131,0.027344,0.035482,2.275915,1.987112,-0.184000,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,631,1,,accepted_v23_pose_chain_context,0.023177,0.018000,1.287622,142,0.029948,0.035807,0.619109,1.274645,-0.100719,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,633,1,,accepted_residual_verified,0.020409,0.018000,1.160909,119,0.023763,0.052734,-0.053575,0.972844,-0.008850,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,635,1,,accepted_residual_verified,0.018130,0.018000,1.007207,101,0.023112,0.038411,-0.003109,0.998408,-0.010417,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,636,1,,accepted_v23_pose_chain_context,0.023097,0.018000,1.283151,135,0.027018,0.050456,0.235300,1.118116,-0.053846,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,637,1,,accepted_v23_pose_chain_context,0.034880,0.018000,1.937765,95,0.023112,0.052734,1.605040,1.729696,-0.054945,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,638,1,,accepted_residual_verified,0.020492,0.018000,1.138458,107,0.024740,0.037109,0.009807,1.004960,-0.010417,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,643,1,,accepted_residual_verified,0.018544,0.018000,1.030205,110,0.023112,0.037109,0.001867,1.001080,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,644,1,,accepted_v23_pose_chain_context,0.038553,0.018000,2.141849,107,0.025065,0.036784,4.061412,2.912046,-0.085714,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,647,1,,accepted_residual_verified,0.019804,0.018000,1.100208,137,0.030599,0.030599,0.042866,1.027107,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,651,1,,accepted_residual_verified,0.019106,0.018000,1.061439,130,0.030924,0.030273,0.003902,1.002501,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,682,1,,accepted_residual_verified,0.016464,0.015349,1.930860,147,0.036133,0.032878,0.021259,1.013340,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,683,1,,accepted_residual_verified,0.020073,0.015738,2.295879,153,0.032552,0.023112,0.255819,1.147289,-0.019608,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,684,1,,accepted_residual_verified,0.016831,0.015738,1.925000,163,0.036133,0.022135,0.025786,1.013776,-0.006369,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,686,1,,accepted_v23_pose_chain_context,0.022255,0.016556,2.419562,182,0.042969,0.027995,0.699728,1.474766,-0.077778,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,688,1,,accepted_residual_verified,0.023407,0.017236,2.444424,200,0.045247,0.028320,0.446237,1.329367,-0.035176,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,694,1,,accepted_residual_verified,0.018903,0.018000,1.790789,222,0.047201,0.028646,0.010271,1.008295,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,697,1,,accepted_residual_verified,0.020401,0.018000,1.772336,190,0.039714,0.034831,0.083659,1.054995,-0.005263,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,698,1,,accepted_residual_verified,0.021800,0.018000,1.769479,194,0.040039,0.029948,0.153062,1.109502,-0.010309,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,700,1,,accepted_v23_pose_chain_context,0.025850,0.018000,2.029443,181,0.037109,0.034505,0.944957,1.572252,-0.073446,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,701,1,,accepted_v23_pose_chain_context,0.028147,0.018000,2.158167,192,0.041341,0.028646,1.184755,1.822274,-0.083770,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,705,1,,accepted_residual_verified,0.020271,0.018000,1.378234,224,0.046549,0.030599,0.061738,1.037578,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,708,1,,accepted_v23_pose_chain_context,0.031241,0.018000,2.079053,214,0.042643,0.024740,1.965731,2.185737,-0.140845,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,709,1,,accepted_residual_verified,0.020367,0.018000,1.349686,217,0.041667,0.031901,0.054614,1.031755,-0.023148,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,712,1,,accepted_residual_verified,0.019007,0.018000,1.221133,117,0.023112,0.029622,-0.002797,0.998797,-0.008547,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,713,1,,accepted_v23_pose_chain_context,0.031905,0.018000,2.027293,125,0.029622,0.028646,3.694173,2.570469,-0.306452,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,715,1,,accepted_v23_pose_chain_context,0.027943,0.018000,1.743594,135,0.027018,0.034180,1.875851,1.912310,-0.149254,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,716,1,,accepted_v23_pose_chain_context,0.025225,0.018000,1.529021,188,0.040365,0.032878,0.785905,1.444710,-0.074468,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,725,1,,accepted_residual_verified,0.021342,0.018000,1.313622,181,0.037435,0.030924,0.210359,1.125444,-0.011173,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,732,1,,accepted_residual_verified,0.018777,0.018000,1.221187,173,0.033529,0.033854,0.015452,1.010179,-0.011628,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,748,1,,accepted_v23_pose_chain_context,0.024684,0.017965,2.473223,182,0.036784,0.039062,1.065289,1.412267,-0.128492,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,759,1,,accepted_residual_verified,0.016855,0.015877,1.910880,177,0.035482,0.037435,0.019232,1.009308,-0.017045,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,781,1,,accepted_residual_verified,0.014038,0.013841,1.825582,257,0.048177,0.049154,0.001290,1.000629,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,783,1,,accepted_residual_verified,0.014649,0.013841,1.905118,252,0.044922,0.045573,0.014115,1.007012,-0.004082,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,785,1,,accepted_v23_pose_chain_context,0.018602,0.013693,2.445372,214,0.040365,0.042643,0.676433,1.253227,-0.090047,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,786,1,,accepted_residual_verified,0.015130,0.013693,1.988957,284,0.044596,0.041667,0.064161,1.031181,-0.010949,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,796,1,,accepted_v23_pose_chain_context,0.022207,0.015652,2.553812,240,0.044271,0.045573,1.170689,1.490287,-0.116883,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,797,1,,accepted_residual_verified,0.018981,0.016285,2.097975,249,0.046875,0.034505,0.096188,1.044018,-0.012245,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,822,1,,accepted_residual_verified,0.011553,0.010135,2.051824,211,0.042969,0.028971,0.034462,1.015187,-0.009615,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,827,1,,accepted_residual_verified,0.010690,0.010358,1.857784,228,0.044922,0.027018,0.003888,1.001771,0.000000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,839,1,,accepted_residual_verified,0.011201,0.010009,2.014342,177,0.038086,0.025391,0.032760,1.014676,-0.011429,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,841,1,,accepted_residual_verified,0.013737,0.010725,2.305412,224,0.047526,0.032227,0.034198,1.022571,-0.009346,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,875,1,,accepted_v23_pose_chain_context,0.011609,0.006397,3.266392,169,0.034505,0.006836,0.368598,1.139547,-0.053892,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,877,1,,accepted_v23_pose_chain_context,0.015636,0.006397,4.399501,196,0.037760,0.008789,2.177511,1.931880,-0.164021,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,878,1,,accepted_v23_pose_chain_context,0.012978,0.006397,3.651694,179,0.038411,0.008138,0.793116,1.348411,-0.086207,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,879,1,,accepted_v23_pose_chain_context,0.019886,0.006397,5.595265,208,0.041341,0.006836,1.511232,1.675169,-0.147059,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,880,1,,accepted_v23_pose_chain_context,0.025726,0.006397,7.238651,160,0.031250,0.004883,2.062493,1.759667,-0.193750,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,881,1,,accepted_residual_verified,0.010110,0.007157,2.542467,173,0.031901,0.000000,0.136810,1.048439,-0.040462,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,882,1,,accepted_v23_pose_chain_context,0.023136,0.007157,5.818478,210,0.042969,0.000000,1.770208,1.683895,-0.195238,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,883,1,,accepted_v23_pose_chain_context,0.017735,0.007157,4.460256,191,0.043294,0.000000,3.015308,2.232289,-0.240838,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,884,1,,accepted_residual_verified,0.014225,0.007549,3.391589,215,0.044596,0.000000,0.509054,1.243852,-0.032558,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,885,1,,accepted_residual_verified,0.011740,0.008417,2.510750,200,0.042643,0.000000,0.281183,1.132200,-0.020000,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,886,1,,accepted_v23_pose_chain_context,0.017443,0.008417,3.730299,166,0.035482,0.000000,1.067189,1.405716,-0.132530,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,888,1,,accepted_residual_verified,0.014056,0.009820,2.576423,198,0.039388,0.000000,0.118884,1.058279,-0.020202,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,893,1,,accepted_residual_verified,0.015369,0.010824,2.555890,237,0.046224,0.000000,0.349158,1.170385,-0.033755,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,897,1,,accepted_v23_pose_chain_context,0.033853,0.011515,5.291765,185,0.039388,0.000000,3.151830,2.118954,-0.254054,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,898,1,,accepted_v23_pose_chain_context,0.025862,0.011515,4.042595,209,0.043945,0.000000,2.750303,2.034677,-0.234450,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,907,1,,accepted_residual_verified,0.015061,0.012545,2.161060,218,0.048828,0.000000,0.049233,1.023328,-0.004587,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,929,1,,accepted_v23_pose_chain_context,0.018161,0.010696,3.056093,215,0.043294,0.021159,0.676082,1.263878,-0.084906,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,936,1,,accepted_v23_pose_chain_context,0.014406,0.010696,2.424308,211,0.040690,0.023763,0.352020,1.157732,-0.064356,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,942,1,,accepted_residual_verified,0.012264,0.010696,2.063777,223,0.044596,0.030599,0.025835,1.012123,-0.009302,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,950,1,,accepted_residual_verified,0.013133,0.011781,2.006679,240,0.045898,0.026367,0.019646,1.009362,-0.008439,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,953,1,,accepted_residual_verified,0.014525,0.013032,2.006260,233,0.048828,0.024089,0.020974,1.010457,-0.017467,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,959,1,,accepted_v23_pose_chain_context,0.021664,0.013991,2.787122,242,0.042318,0.029948,1.438671,1.689376,-0.125523,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,966,1,,accepted_v23_pose_chain_context,0.023905,0.015194,2.832019,232,0.045247,0.042643,2.194827,2.029606,-0.181416,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,976,1,,accepted_residual_verified,0.015989,0.015643,1.839880,171,0.032552,0.053385,0.000696,1.000303,-0.006452,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,979,1,,accepted_v23_pose_chain_context,0.022541,0.018000,2.248452,114,0.026042,0.044596,0.518474,1.215302,-0.060000,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,983,1,,accepted_v23_pose_chain_context,0.030773,0.018000,2.938557,201,0.042318,0.029622,1.488155,1.975506,-0.102041,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,984,1,,accepted_residual_verified,0.023191,0.018000,2.214503,159,0.033529,0.032227,0.127480,1.063456,-0.013158,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,990,1,,accepted_residual_verified,0.021870,0.018000,1.757832,169,0.034180,0.029948,0.119936,1.052979,-0.030675,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,993,1,,accepted_residual_verified,0.023725,0.018000,1.768434,200,0.039388,0.030273,0.073996,1.035745,-0.010101,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,994,1,,accepted_v23_pose_chain_context,0.025095,0.018000,1.807548,153,0.033203,0.029297,0.457319,1.182913,-0.105960,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,995,1,,accepted_v23_pose_chain_context,0.022407,0.018000,1.599228,136,0.028971,0.020182,0.131007,1.051196,-0.058824,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,998,1,,accepted_v23_pose_chain_context,0.028658,0.018000,1.988126,160,0.032227,0.031901,1.831374,1.667801,-0.158228,0,0,0,0,253
whalfsphere_v23_default,track_local_map_post_pose,999,1,,accepted_residual_verified,0.018918,0.018000,1.273632,176,0.036133,0.033203,0.010335,1.003967,-0.017964,0,0,0,0,-1000000000
whalfsphere_v23_default,track_local_map_post_pose,1011,1,,accepted_residual_verified,0.018000,0.018000,1.151791,216,0.040365,0.033854,0.000001,1.000001,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,34,1,,accepted_residual_verified,0.019474,0.018000,1.708717,209,0.032227,0.040365,0.041518,1.022287,-0.014634,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,44,1,,accepted_v23_pose_chain_context,0.025070,0.018000,1.879455,241,0.038411,0.031576,0.940968,1.512367,-0.097872,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,47,1,,accepted_residual_verified,0.020027,0.018000,1.501385,260,0.040039,0.031901,0.068415,1.035009,-0.012195,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,48,1,,accepted_v23_pose_chain_context,0.030172,0.018000,2.261894,206,0.033529,0.028646,1.784690,1.807315,-0.158974,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,52,1,,accepted_residual_verified,0.020370,0.018000,1.453720,223,0.037760,0.043945,0.092156,1.042833,-0.013825,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,53,1,,accepted_residual_verified,0.018454,0.018000,1.296148,172,0.028320,0.007487,0.004974,1.002323,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,56,1,,accepted_v23_pose_chain_context,0.021908,0.018000,1.616313,220,0.037435,0.030599,0.535290,1.309661,-0.058537,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,57,1,,accepted_v23_pose_chain_context,0.024233,0.018000,1.787904,201,0.033203,0.031576,0.896848,1.486092,-0.076142,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,63,1,,accepted_residual_verified,0.019184,0.018000,1.653688,203,0.033854,0.024089,0.002538,1.001196,-0.015152,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,65,1,,accepted_v23_pose_chain_context,0.027060,0.018000,2.103774,267,0.043620,0.021810,2.124812,2.049946,-0.184211,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,80,1,,accepted_residual_verified,0.017892,0.017739,1.815534,222,0.037109,0.012044,0.000362,1.000218,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,82,1,,accepted_residual_verified,0.018440,0.015966,2.078918,272,0.041016,0.014974,0.163775,1.095878,-0.007353,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,88,1,,accepted_v23_pose_chain_context,0.026719,0.014358,3.349763,179,0.031901,0.023438,1.433526,1.832989,-0.101796,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,89,1,,accepted_residual_verified,0.017557,0.016307,1.937935,215,0.037435,0.018229,0.033972,1.022802,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,90,1,,accepted_residual_verified,0.018764,0.018000,1.868143,196,0.036784,0.017904,0.009476,1.006102,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,95,1,,accepted_residual_verified,0.021108,0.017146,2.215846,197,0.031576,0.011068,0.205535,1.135820,-0.010152,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,97,1,,accepted_v23_pose_chain_context,0.030829,0.017146,3.236371,246,0.039062,0.014648,4.514612,3.872671,-0.308943,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,98,1,,accepted_v23_pose_chain_context,0.023915,0.018000,2.380919,230,0.037435,0.008464,0.894416,1.581245,-0.056522,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,99,1,,accepted_residual_verified,0.020324,0.018000,1.917972,217,0.036784,0.010091,0.129398,1.071572,-0.018433,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,104,1,,accepted_residual_verified,0.018781,0.018000,1.675898,244,0.037435,0.017578,0.017674,1.010894,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,118,1,,accepted_residual_verified,0.019948,0.018000,1.664885,226,0.040039,0.010742,0.075570,1.045869,-0.009009,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,128,1,,accepted_v23_pose_chain_context,0.027409,0.018000,2.287612,218,0.042318,0.011393,1.054554,1.687743,-0.075472,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,129,1,,accepted_residual_verified,0.018666,0.018000,1.557943,221,0.039062,0.014648,0.001017,1.000645,-0.004651,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,139,1,,accepted_residual_verified,0.019554,0.018000,1.616883,181,0.034831,0.006185,0.038595,1.019624,-0.016949,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,140,1,,accepted_residual_verified,0.021943,0.018000,1.738576,203,0.037435,0.003906,0.265818,1.143677,-0.029851,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,156,1,,accepted_residual_verified,0.020179,0.018000,1.677623,175,0.032227,0.004232,0.085430,1.054277,-0.005747,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,166,1,,accepted_v23_pose_chain_context,0.023749,0.018000,1.974460,171,0.030273,0.002604,0.999176,1.481658,-0.100000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,168,1,,accepted_v23_pose_chain_context,0.043695,0.018000,3.342532,138,0.025716,0.001628,3.466725,2.420247,-0.266667,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,169,1,,accepted_v23_pose_chain_context,0.050797,0.018000,3.885825,109,0.019857,0.002279,6.243873,4.192795,-0.240385,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,170,1,,accepted_residual_verified,0.024899,0.018000,1.904735,180,0.033854,0.002930,0.176727,1.096400,-0.022346,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,171,1,,accepted_residual_verified,0.018564,0.018000,1.420074,199,0.035807,0.002930,0.002182,1.001153,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,174,1,,accepted_residual_verified,0.018758,0.018000,1.343798,202,0.035482,0.001302,0.010564,1.005523,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,178,1,,accepted_residual_verified,0.020513,0.018000,1.486965,197,0.033529,0.000651,0.039862,1.021425,-0.010152,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,179,1,,accepted_residual_verified,0.027073,0.018000,1.939456,223,0.040039,0.000000,0.130075,1.076260,-0.013453,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,180,1,,accepted_residual_verified,0.019457,0.018000,1.393867,250,0.044596,0.000326,0.044836,1.025256,-0.004032,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,181,1,,accepted_residual_verified,0.024769,0.018000,1.682182,222,0.040365,0.000326,0.548111,1.323858,-0.045045,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,182,1,,accepted_residual_verified,0.018972,0.018000,1.359110,268,0.046224,0.000000,0.004843,1.003015,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,185,1,,accepted_residual_verified,0.019064,0.018000,1.251112,244,0.043945,0.000000,0.014522,1.008288,-0.008197,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,198,1,,accepted_residual_verified,0.018199,0.018000,1.385948,223,0.041016,0.000000,0.000659,1.000337,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,202,1,,accepted_residual_verified,0.018389,0.017830,1.856472,203,0.038737,0.001302,0.006060,1.003089,0.000000,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,205,1,,accepted_v23_pose_chain_context,0.026267,0.017808,2.655077,185,0.032552,0.004232,0.642884,1.275945,-0.097297,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,207,1,,accepted_v23_pose_chain_context,0.027306,0.018000,2.272129,164,0.033203,0.004557,0.901224,1.406710,-0.140244,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,210,1,,accepted_residual_verified,0.019863,0.018000,1.652789,162,0.033529,0.003581,0.035896,1.019320,-0.006250,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,213,1,,accepted_v23_pose_chain_context,0.026564,0.018000,2.168407,218,0.041341,0.003906,0.906112,1.566061,-0.088372,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,215,1,,accepted_residual_verified,0.021594,0.018000,1.513715,186,0.036784,0.005859,0.129881,1.063837,-0.022599,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,216,1,,accepted_v23_pose_chain_context,0.026091,0.018000,1.828957,215,0.042643,0.006185,0.744596,1.406778,-0.084906,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,217,1,,accepted_v23_pose_chain_context,0.051683,0.018000,3.493488,108,0.024414,0.004557,7.099825,3.691278,-0.254717,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,218,1,,accepted_v23_pose_chain_context,0.028254,0.018000,1.854201,192,0.037435,0.007161,0.971663,1.527072,-0.105820,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,219,1,,accepted_residual_verified,0.020995,0.018000,1.377780,253,0.048828,0.011393,0.042701,1.032701,-0.004049,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,220,1,,accepted_v23_pose_chain_context,0.027304,0.018000,1.752271,256,0.046224,0.007161,1.113040,1.639568,-0.120482,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,221,1,,accepted_residual_verified,0.025292,0.018000,1.580865,242,0.043620,0.005859,0.492876,1.267465,-0.046025,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,241,1,,accepted_v23_pose_chain_context,0.037260,0.018000,2.445092,231,0.047852,0.004557,4.573458,3.212365,-0.223684,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,263,1,,accepted_v23_pose_chain_context,0.023286,0.018000,1.812291,244,0.049805,0.000000,0.443482,1.229172,-0.061475,0,0,0,0,-1000000000
wxyz_D_v23_default,track_local_map_post_pose,264,1,,accepted_v23_pose_chain_context,0.029489,0.018000,2.295036,206,0.040365,0.000000,1.148313,1.443100,-0.121359,0,0,0,0,-1000000000
